date,season,city,tmin,tmax,tavg,precipitation,wind_speed,humidity,pressure
3/31/2004,Spring,Islamabad,13,31.4,22.6,0,12,37,1008.9
4/1/2004,Spring,Islamabad,14.4,29.3,22.1,0,10.2,38,1010.1
4/2/2004,Spring,Islamabad,17,31.5,24,0,15.5,33,1011.2
4/3/2004,Spring,Islamabad,17.3,31.7,24.4,0,10.8,36,1010.3
4/4/2004,Spring,Islamabad,17,32.7,24.8,0,15.8,34,1010.5
4/5/2004,Spring,Islamabad,15.4,33.7,24.9,0,12.4,31,1006.8
4/6/2004,Spring,Islamabad,15.5,34.9,25.8,0,9.4,32,1005.6
4/7/2004,Spring,Islamabad,20,32.8,26.2,5.2,15.1,34,1005.4
4/8/2004,Spring,Islamabad,18.2,33.3,25.2,1.4,18.7,40,1005.9
4/9/2004,Spring,Islamabad,18.7,31.8,24.8,2.6,17.9,36,1004.8
4/10/2004,Spring,Islamabad,18.4,31.8,24.7,0.8,16.5,36,1007
4/11/2004,Spring,Islamabad,16.9,32.8,25.2,0,14,35,1007.9
4/12/2004,Spring,Islamabad,17.5,33.2,25.4,0,13.2,37,1004.8
4/13/2004,Spring,Islamabad,17.5,32.5,25.4,0,12.8,32,1002.3
4/14/2004,Spring,Islamabad,16,33,24.9,0,12.2,27,1002
4/15/2004,Spring,Islamabad,15.1,34.3,25.4,0,10.8,26,1001.4
4/16/2004,Spring,Islamabad,17.2,33.1,25.4,0,13.3,28,1000.8
4/17/2004,Spring,Islamabad,18.3,32.1,25,0.8,20,41,1000.9
4/18/2004,Spring,Islamabad,17.6,34.2,26.4,0,11.6,36,1001.9
4/19/2004,Spring,Islamabad,17.7,36.5,28,0,10.2,32,1002.5
4/20/2004,Spring,Islamabad,21.8,31.2,25.7,0,26.9,38,1009.7
4/21/2004,Spring,Islamabad,20.3,32.8,26.1,0,21.6,35,1009.2
4/22/2004,Spring,Islamabad,19.1,28.7,23.1,2.8,18.3,53,1006.7
4/23/2004,Spring,Islamabad,16.3,25.9,21.1,3.2,11.4,65,1008.1
4/24/2004,Spring,Islamabad,15.2,30.5,23.5,0,8.7,52,1007.6
4/25/2004,Spring,Islamabad,17.6,32.1,25.5,0,9.6,46,1008.5
4/26/2004,Spring,Islamabad,19.6,33.4,26.9,0,12.4,45,1008.2
4/27/2004,Spring,Islamabad,20.3,27.9,24.1,4.4,20.9,58,1007.8
4/28/2004,Spring,Islamabad,18.9,30.9,24.3,4.4,15.1,54,1005.1
4/29/2004,Spring,Islamabad,16.6,22.1,19.2,30.5,13.9,78,1006
4/30/2004,Spring,Islamabad,15,18.8,16.1,74.1,16.6,87,1005.5
5/1/2004,Spring,Islamabad,13.3,21.2,16.7,9.6,10,67,1011.3
5/2/2004,Spring,Islamabad,10.7,24.8,18.3,0,9.7,60,1012.1
5/3/2004,Spring,Islamabad,13.4,27.4,20.6,0,9.5,57,1009.4
5/4/2004,Spring,Islamabad,13.8,29.6,21.9,0,9.5,56,1007.8
5/5/2004,Spring,Islamabad,13.9,31.5,23,0,9.4,54,1006.5
5/6/2004,Spring,Islamabad,14.9,33.1,24.5,0,7.2,52,1005.1
5/7/2004,Spring,Islamabad,17.1,32.9,24.6,2.1,19.9,59,1006
5/8/2004,Spring,Islamabad,21,32.6,26.1,1.5,21.6,47,1007.5
5/9/2004,Spring,Islamabad,18.6,31.9,25.3,0,11.3,51,1005.9
5/10/2004,Spring,Islamabad,16.8,33.8,25.7,0,11.8,49,1003.8
5/11/2004,Spring,Islamabad,17.3,35.6,26.9,0,11,45,1001.6
5/12/2004,Spring,Islamabad,17.7,36,27.5,0,10.4,43,999.1
5/13/2004,Spring,Islamabad,17.2,36.9,27.8,0,10,39,998.1
5/14/2004,Spring,Islamabad,18.2,38.2,28.8,0,8.8,39,997.8
5/15/2004,Spring,Islamabad,19.9,38.8,30,0,12.3,37,997.9
5/16/2004,Spring,Islamabad,21.9,38.2,30.2,0,9.3,34,999.5
5/17/2004,Spring,Islamabad,23.9,37.6,30.7,1.6,10.7,32,1001
5/18/2004,Spring,Islamabad,21.3,37.8,30,0,15.6,35,997.5
5/19/2004,Spring,Islamabad,20.7,39.6,30.6,0,6.9,31,991.7
5/20/2004,Spring,Islamabad,25,38.8,31.4,0,13.1,21,992.4
5/21/2004,Spring,Islamabad,21.1,39.6,31,0,11.7,21,994
5/22/2004,Spring,Islamabad,22.1,40.2,31.4,0,12.5,18,992.2
5/23/2004,Spring,Islamabad,23.7,35.2,28.6,2.2,16.1,34,997.1
5/24/2004,Spring,Islamabad,21,34.6,27.9,0.4,11.2,46,1003.3
5/25/2004,Spring,Islamabad,20.3,34.6,28.6,0.2,12.3,37,1002.9
5/26/2004,Spring,Islamabad,23.4,33.8,28.9,2,9.4,38,1004.5
5/27/2004,Spring,Islamabad,20.5,32.5,26.6,2.2,17.8,49,1006.7
5/28/2004,Spring,Islamabad,20.7,33.9,27.9,0.1,17.2,40,1008
5/29/2004,Spring,Islamabad,18.8,37.2,29,0,11.8,30,1003.7
5/30/2004,Spring,Islamabad,20,39.7,31.3,0,10.9,26,1001.9
5/31/2004,Spring,Islamabad,23.8,39.4,32.2,1.3,13.8,26,1003.5
6/1/2004,Summer,Islamabad,25.1,37.5,30.9,1.8,12.8,30,1003.4
6/2/2004,Summer,Islamabad,23,37.3,30.5,0.7,11,30,1004.4
6/3/2004,Summer,Islamabad,21.7,38.3,30.9,0,9.7,24,1000.5
6/4/2004,Summer,Islamabad,21.7,40.1,31.8,0,8.9,22,998.5
6/5/2004,Summer,Islamabad,22.7,40.2,32.3,0,12.2,20,999.6
6/6/2004,Summer,Islamabad,24.6,38.8,31.4,0.7,14,30,1000.2
6/7/2004,Summer,Islamabad,22.9,35.7,29.9,0.6,17.4,39,1002.9
6/8/2004,Summer,Islamabad,22.6,35.3,28.5,0.2,17.7,45,1003.6
6/9/2004,Summer,Islamabad,21.3,34.4,28.6,0,8.7,41,1005.1
6/10/2004,Summer,Islamabad,21.6,36.1,29.8,0,12.6,37,1002.9
6/11/2004,Summer,Islamabad,23.5,37.1,30.8,0.1,17.4,32,1002.9
6/12/2004,Summer,Islamabad,24.3,37.4,31.2,0,8.9,38,1003
6/13/2004,Summer,Islamabad,26.1,37.7,32.4,0.1,13.4,38,1001.3
6/14/2004,Summer,Islamabad,28,38.4,33.1,0,17.3,41,999.3
6/15/2004,Summer,Islamabad,25.9,35.3,30,3.9,14.5,61,999.8
6/16/2004,Summer,Islamabad,26.4,37.2,31.9,0,10.4,54,996.4
6/17/2004,Summer,Islamabad,27.3,37.3,32,0,12.5,51,993.4
6/18/2004,Summer,Islamabad,25.1,33.8,30,1.4,12.4,61,994.9
6/19/2004,Summer,Islamabad,24.9,35,30.2,2.8,10.7,62,994.3
6/20/2004,Summer,Islamabad,25.3,34.3,29.4,6.3,12.5,63,995.6
6/21/2004,Summer,Islamabad,24.4,34.3,29.1,2.8,12.1,59,997.7
6/22/2004,Summer,Islamabad,24.9,33.4,29.2,0.7,11,55,999.5
6/23/2004,Summer,Islamabad,24.2,35,29.7,0.3,9.1,53,997.3
6/24/2004,Summer,Islamabad,24.7,33.4,29,3.1,11.4,51,998.7
6/25/2004,Summer,Islamabad,23.6,34.5,28.6,1.2,11.5,53,1001
6/26/2004,Summer,Islamabad,23.6,34.5,28.1,2.1,11.7,54,1001.6
6/27/2004,Summer,Islamabad,21.8,33.8,28.6,0,5.8,51,1002.1
6/28/2004,Summer,Islamabad,22.3,36.5,30,0,6.8,46,1001.6
6/29/2004,Summer,Islamabad,22.3,38.1,31.3,0,8.9,45,999.6
6/30/2004,Summer,Islamabad,25.1,39,32.7,0,9.7,42,996.9
7/1/2004,Summer,Islamabad,28.3,39.2,33.8,0,9.8,40,998.1
7/2/2004,Summer,Islamabad,28,39,33.6,0,11.2,42,997.2
7/3/2004,Summer,Islamabad,28.7,38.5,33.5,0.5,11.4,44,997.9
7/4/2004,Summer,Islamabad,28.3,35.1,31.6,0,13.9,55,1000.2
7/5/2004,Summer,Islamabad,24.9,35.2,30.3,4.2,10.8,62,1000.4
7/6/2004,Summer,Islamabad,25.8,35.4,30.5,0.8,7.5,62,999
7/7/2004,Summer,Islamabad,28.4,37.3,32.6,0.2,12.5,54,996.6
7/8/2004,Summer,Islamabad,27.1,36.4,30.3,5.6,12.2,62,996.5
7/9/2004,Summer,Islamabad,22.2,31.7,27.5,16.9,11.3,72,999.2
7/10/2004,Summer,Islamabad,23.6,33.8,29,0,8.5,65,996.8
7/11/2004,Summer,Islamabad,25.7,35.6,30.5,0.1,10.7,56,996.7
7/12/2004,Summer,Islamabad,25.5,33.6,28.8,1.5,9.5,66,998.7
7/13/2004,Summer,Islamabad,25,32.7,28.1,1.8,10.8,72,999.4
7/14/2004,Summer,Islamabad,22.6,32.7,27.3,3.9,8,74,999
7/15/2004,Summer,Islamabad,23.6,33.9,28.8,0,6.1,65,998.5
7/16/2004,Summer,Islamabad,24.9,32.9,28.7,2.1,9.7,63,1001
7/17/2004,Summer,Islamabad,23.9,33.8,28.9,0.7,14.2,62,1000.5
7/18/2004,Summer,Islamabad,22.9,33.4,28.6,0,11.5,53,998.4
7/19/2004,Summer,Islamabad,23.2,34.7,28.8,1.3,16.8,51,996.7
7/20/2004,Summer,Islamabad,22.2,34.9,29,0.2,8.1,53,997.3
7/21/2004,Summer,Islamabad,22.5,35,29.1,0.2,10.1,51,997.8
7/22/2004,Summer,Islamabad,22.6,35.8,28.8,0.7,10.5,54,999.8
7/23/2004,Summer,Islamabad,23,36.6,30.5,0,9.4,45,1002.1
7/24/2004,Summer,Islamabad,23.6,37.7,31.5,0,9.9,45,1000.3
7/25/2004,Summer,Islamabad,27.4,37.3,32.6,0.2,13.3,46,999.2
7/26/2004,Summer,Islamabad,29.2,37,32.3,0,13.4,54,997.9
7/27/2004,Summer,Islamabad,25.2,36,30.8,8.5,11.2,62,998.3
7/28/2004,Summer,Islamabad,24.9,34.6,30,2.9,11.8,65,999.2
7/29/2004,Summer,Islamabad,24.5,32.4,28.5,12.8,11.1,69,1001.3
7/30/2004,Summer,Islamabad,23.5,29.7,26.3,21.5,12.7,81,1003.2
7/31/2004,Summer,Islamabad,23.9,31.3,27.1,7.8,7.1,77,1001.7
8/1/2004,Summer,Islamabad,23.1,30.9,26.8,5.9,10.2,79,999.7
8/2/2004,Summer,Islamabad,22.9,31.6,27.1,2.8,8.1,76,999.1
8/3/2004,Summer,Islamabad,21.8,31.6,26.3,3.8,16.3,76,1000
8/4/2004,Summer,Islamabad,22.6,33.6,28.2,0,6,70,999.3
8/5/2004,Summer,Islamabad,24.3,34.7,29.5,0,7.4,64,999.1
8/6/2004,Summer,Islamabad,26.4,32.5,28.9,2.6,10.7,75,1000
8/7/2004,Summer,Islamabad,24.1,30.7,26.8,7.7,14,81,1000.8
8/8/2004,Summer,Islamabad,24.6,30.6,27.4,0.6,12.8,78,1000.3
8/9/2004,Summer,Islamabad,23.7,30.8,26.7,4.7,8.4,78,1000.8
8/10/2004,Summer,Islamabad,23,32.2,27.7,1.8,8.7,72,1001
8/11/2004,Summer,Islamabad,24.3,32.6,28.1,1.8,9,73,1001.3
8/12/2004,Summer,Islamabad,23.9,34.2,28.9,0.3,6.2,67,1001.6
8/13/2004,Summer,Islamabad,24,34.5,29.3,1.4,6.9,66,1001.9
8/14/2004,Summer,Islamabad,24.9,33.5,29.3,1,9.7,68,1001.5
8/15/2004,Summer,Islamabad,24.4,33.9,29.3,4.3,10.7,71,1000.2
8/16/2004,Summer,Islamabad,25.2,32.7,28.8,4,10.8,75,1000.1
8/17/2004,Summer,Islamabad,23.5,27.4,25.1,14.4,16.3,88,1003
8/18/2004,Summer,Islamabad,23.4,30.6,26.4,4.5,9,82,1003.5
8/19/2004,Summer,Islamabad,22.8,31.6,27.1,1.4,8.4,74,1000.2
8/20/2004,Summer,Islamabad,23.1,32.5,27.4,5,9,72,999.4
8/21/2004,Summer,Islamabad,23.4,33.6,28.4,0.5,7.6,64,1001.6
8/22/2004,Summer,Islamabad,24,33.4,28.6,0.7,14.1,63,1004.1
8/23/2004,Summer,Islamabad,23.6,34.1,28.9,1,8.6,60,1004.7
8/24/2004,Summer,Islamabad,24.7,34.8,29.5,0.2,12.8,59,1003.7
8/25/2004,Summer,Islamabad,22.4,31.3,26.9,12.1,9.1,73,1004.1
8/26/2004,Summer,Islamabad,23.5,32.5,28,0.6,6.9,70,1000.4
8/27/2004,Summer,Islamabad,22.9,32.8,27.4,1.2,11.8,65,999.7
8/28/2004,Summer,Islamabad,22.1,35,28.9,0.2,6.9,58,1000.2
8/29/2004,Summer,Islamabad,23.2,35.5,29.2,0.9,11.5,56,1000.9
8/30/2004,Summer,Islamabad,24.2,34.6,28.6,1,7.9,59,1001.6
8/31/2004,Summer,Islamabad,23,34.6,28,0.2,10.9,54,1001.8
9/1/2004,Autumn,Islamabad,21.9,34.3,27.7,3,16.4,53,1002.1
9/2/2004,Autumn,Islamabad,22.1,33.3,27.7,0.5,10.8,55,1005.8
9/3/2004,Autumn,Islamabad,20.9,35.4,28.5,0,6.5,46,1005.7
9/4/2004,Autumn,Islamabad,21.9,36.2,29,0.2,12.1,45,1003.8
9/5/2004,Autumn,Islamabad,23.7,35.9,29.4,0.6,9.9,45,1004
9/6/2004,Autumn,Islamabad,22,36.6,29.6,0,6.5,44,1005.2
9/7/2004,Autumn,Islamabad,22.5,37.2,30.2,0,8.4,44,1003.9
9/8/2004,Autumn,Islamabad,23.6,37.5,30.6,0,9.8,44,1000.9
9/9/2004,Autumn,Islamabad,24.8,37.4,30.9,0,8.2,45,999.2
9/10/2004,Autumn,Islamabad,26.3,36.4,30.9,0,12.5,51,1001.4
9/11/2004,Autumn,Islamabad,26.3,34,29.8,0.2,9.4,60,1002
9/12/2004,Autumn,Islamabad,25.8,34.7,30.1,1.1,9.2,60,1003.6
9/13/2004,Autumn,Islamabad,27.3,34.4,30.6,0.1,10.2,60,1006.5
9/14/2004,Autumn,Islamabad,24.6,35,28.9,6.9,11.9,64,1005.6
9/15/2004,Autumn,Islamabad,22.6,31.2,25.9,14.6,16.4,76,1004.5
9/16/2004,Autumn,Islamabad,21.5,26.8,23.2,17.2,14.2,86,1008.4
9/17/2004,Autumn,Islamabad,20.8,28.9,24.6,0,8.9,77,1009.3
9/18/2004,Autumn,Islamabad,20.4,30.7,25.6,0,6.6,71,1008.1
9/19/2004,Autumn,Islamabad,20.3,31.6,25.8,1.1,7.7,69,1006.9
9/20/2004,Autumn,Islamabad,20.6,29.6,25.1,0.3,11.5,71,1008.2
9/21/2004,Autumn,Islamabad,20.6,27.3,23.4,17.2,10.2,79,1009.5
9/22/2004,Autumn,Islamabad,20,29,23.7,0,12.3,68,1009.2
9/23/2004,Autumn,Islamabad,17.5,30.6,23.8,0.2,7,61,1009.4
9/24/2004,Autumn,Islamabad,16.4,30.8,23.7,0.1,6.8,60,1008.6
9/25/2004,Autumn,Islamabad,17,31.1,24,0,8.6,57,1010.1
9/26/2004,Autumn,Islamabad,17,31.5,24.1,0,10.6,56,1011.5
9/27/2004,Autumn,Islamabad,17.2,32.3,24.6,0,9,55,1009.3
9/28/2004,Autumn,Islamabad,17.6,32.6,24.9,0,8.2,55,1007
9/29/2004,Autumn,Islamabad,18.4,32.3,25.2,0.8,10.2,57,1009.1
9/30/2004,Autumn,Islamabad,18.5,32.2,25.3,0,8.7,57,1010.8
10/1/2004,Autumn,Islamabad,19.1,31.1,24.9,0.8,6.8,66,1011.2
10/2/2004,Autumn,Islamabad,20.6,27,23.3,6.1,10.5,69,1011.9
10/3/2004,Autumn,Islamabad,16.8,29.2,23,0.2,9.9,64,1011.9
10/4/2004,Autumn,Islamabad,16.7,29.5,23.1,0,10.5,66,1010.9
10/5/2004,Autumn,Islamabad,16.3,31.2,23.4,0,7.1,57,1007.4
10/6/2004,Autumn,Islamabad,16.3,31.3,23.6,0,7.5,56,1007.7
10/7/2004,Autumn,Islamabad,16.6,31.7,24.2,0,6.8,54,1006.7
10/8/2004,Autumn,Islamabad,18.2,28.1,22.6,1,13.6,56,1006.4
10/9/2004,Autumn,Islamabad,17.6,29.3,23,8.8,29,50,1007.1
10/10/2004,Autumn,Islamabad,15.4,19.8,17.6,128.7,17.8,83,1011.8
10/11/2004,Autumn,Islamabad,13.8,23,17.7,1.4,10.9,76,1013.9
10/12/2004,Autumn,Islamabad,14.5,22.6,17.9,0,7.4,74,1016.6
10/13/2004,Autumn,Islamabad,13.3,21.9,17.4,0,11.5,72,1017.7
10/14/2004,Autumn,Islamabad,11.9,24,17.7,0,8.4,69,1016.4
10/15/2004,Autumn,Islamabad,11.6,24.8,17.9,0,7.1,68,1015.9
10/16/2004,Autumn,Islamabad,12.9,25.1,18.7,0,9.5,69,1014.5
10/17/2004,Autumn,Islamabad,14.4,26.1,19.7,0,8.8,67,1015.5
10/18/2004,Autumn,Islamabad,14.5,25.9,19.8,0.2,8,68,1014.8
10/19/2004,Autumn,Islamabad,15.4,24.7,19.4,0,8.7,63,1015.7
10/20/2004,Autumn,Islamabad,14.3,23.6,18,0.6,12.4,70,1015.1
10/21/2004,Autumn,Islamabad,12.3,24.6,18,0,9.4,62,1017.2
10/22/2004,Autumn,Islamabad,11.2,25,17.6,0,8.4,60,1017
10/23/2004,Autumn,Islamabad,10.8,25.3,17.2,0,7.6,63,1015.1
10/24/2004,Autumn,Islamabad,10.3,25.4,17.5,0,6.5,62,1016.5
10/25/2004,Autumn,Islamabad,11.6,24.8,17.9,0,14.2,66,1018.6
10/26/2004,Autumn,Islamabad,13.5,22,16.6,2.7,13.4,82,1018.4
10/27/2004,Autumn,Islamabad,11.5,22.4,16.7,0,8.4,67,1018.1
10/28/2004,Autumn,Islamabad,10.5,21.7,15.5,0,7.9,70,1017.1
10/29/2004,Autumn,Islamabad,8.9,23,15.6,0,7.9,64,1018
10/30/2004,Autumn,Islamabad,9.1,22.9,15.3,0,8.7,64,1019
10/31/2004,Autumn,Islamabad,8.7,23.3,15.4,0,6.6,62,1017.1
11/1/2004,Autumn,Islamabad,8.9,23.4,15.5,0,7.3,64,1016.7
11/2/2004,Autumn,Islamabad,9.5,23.6,15.7,0,10.5,60,1016.5
11/3/2004,Autumn,Islamabad,9,23.7,15.5,0,10.5,57,1017.5
11/4/2004,Autumn,Islamabad,8.7,24.2,15.5,0,9.7,55,1015.9
11/5/2004,Autumn,Islamabad,8.9,23.7,15.8,0,6.7,60,1016.7
11/6/2004,Autumn,Islamabad,8.6,23.5,15.7,0,8.4,65,1017.1
11/7/2004,Autumn,Islamabad,9.1,24.1,16,0,8.3,66,1015.1
11/8/2004,Autumn,Islamabad,8.9,24.2,15.9,0,6.2,63,1014.6
11/9/2004,Autumn,Islamabad,9.5,24.2,15.9,0,7.9,62,1014.1
11/10/2004,Autumn,Islamabad,9.2,23.3,15.8,0,9.1,62,1014.3
11/11/2004,Autumn,Islamabad,9.9,23.5,16.2,0,6.3,63,1016.1
11/12/2004,Autumn,Islamabad,10.1,22,15.6,0,7.1,66,1017.7
11/13/2004,Autumn,Islamabad,10.8,23.9,16.6,0,9.2,61,1018.4
11/14/2004,Autumn,Islamabad,10.1,24,16.2,0,12.2,61,1016.3
11/15/2004,Autumn,Islamabad,8.2,24.1,15.4,0,10.3,60,1015.4
11/16/2004,Autumn,Islamabad,8.4,24,15.3,0,8,57,1014.7
11/17/2004,Autumn,Islamabad,8.3,23.9,15.3,0,6.9,60,1015.7
11/18/2004,Autumn,Islamabad,8.7,23.7,15.4,0,10,62,1015.9
11/19/2004,Autumn,Islamabad,9.2,24.1,15.7,0,9.9,60,1015.1
11/20/2004,Autumn,Islamabad,9.3,23.7,16,0,6.6,61,1015.4
11/21/2004,Autumn,Islamabad,9.5,23.5,16.1,0,6.3,64,1016.5
11/22/2004,Autumn,Islamabad,11.9,23.1,16.1,1.6,12.8,71,1015.3
11/23/2004,Autumn,Islamabad,10.6,22.9,15.9,0,10.3,67,1016.1
11/24/2004,Autumn,Islamabad,8.7,22.3,15.1,0,8.3,68,1015.1
11/25/2004,Autumn,Islamabad,10.2,20.8,15.3,0,6.2,73,1018.8
11/26/2004,Autumn,Islamabad,10.5,21,15,0.1,7.7,71,1019.9
11/27/2004,Autumn,Islamabad,7.6,21,13.9,0,8.1,71,1020.2
11/28/2004,Autumn,Islamabad,7.4,21,13.9,0,6.3,67,1021
11/29/2004,Autumn,Islamabad,9.9,17.5,13.4,7,8.9,75,1018.8
11/30/2004,Autumn,Islamabad,9.6,15.8,12.8,9.5,8.6,88,1017.2
12/1/2004,Winter,Islamabad,7.8,19.4,12.7,0,8,71,1017.6
12/2/2004,Winter,Islamabad,6.4,18.9,12,0,9.7,65,1022
12/3/2004,Winter,Islamabad,5.3,19.3,11.5,0,8.3,64,1022.3
12/4/2004,Winter,Islamabad,6.5,18.1,11.8,0,11.6,63,1020.1
12/5/2004,Winter,Islamabad,6.9,18.9,11.9,0,11.6,60,1018
12/6/2004,Winter,Islamabad,4.2,19.2,11,0,9.9,62,1017.8
12/7/2004,Winter,Islamabad,4.9,19.2,11.1,0,5.4,67,1020.7
12/8/2004,Winter,Islamabad,4.7,19.2,10.9,0,8.6,71,1021.2
12/9/2004,Winter,Islamabad,5.9,20,11.6,0,12.7,64,1017.1
12/10/2004,Winter,Islamabad,5.2,20,11.8,0,8,64,1017.8
12/11/2004,Winter,Islamabad,5.8,18.6,11.4,0,5.7,69,1020.2
12/12/2004,Winter,Islamabad,6.8,20.3,12.4,0,6.2,74,1021.4
12/13/2004,Winter,Islamabad,7.3,21.1,12.8,0,9,70,1019.4
12/14/2004,Winter,Islamabad,6.8,21.4,12.9,0,10.5,64,1015.1
12/15/2004,Winter,Islamabad,7.8,21.7,13.7,0,11,64,1014.5
12/16/2004,Winter,Islamabad,8.5,21.7,13.8,0,11.6,64,1015.2
12/17/2004,Winter,Islamabad,8.1,21.3,13.5,0,6.4,68,1017.4
12/18/2004,Winter,Islamabad,6.4,20,12.4,0,6.2,70,1016.3
12/19/2004,Winter,Islamabad,6.3,12.7,10,35.9,11.2,89,1009.2
12/20/2004,Winter,Islamabad,5.4,12.9,8.6,10.1,5.1,90,1013.5
12/21/2004,Winter,Islamabad,4.1,15.7,9.2,0,7.2,79,1014.1
12/22/2004,Winter,Islamabad,3.8,16.1,9.3,0,8,74,1013.3
12/23/2004,Winter,Islamabad,5.2,14.8,9.3,1.6,10.6,80,1016.3
12/24/2004,Winter,Islamabad,5.1,14.1,9,0.5,9.6,78,1019.9
12/25/2004,Winter,Islamabad,2.9,14.2,7.8,0,10.4,72,1021.6
12/26/2004,Winter,Islamabad,1.3,14.7,7.3,0,14.3,60,1017
12/27/2004,Winter,Islamabad,4,13.3,8.5,0,7.6,58,1015.6
12/28/2004,Winter,Islamabad,7.7,16,11.6,0,8.1,67,1019
12/29/2004,Winter,Islamabad,5.9,15.7,9.8,0,7.9,81,1018
12/30/2004,Winter,Islamabad,5.6,17.7,11.3,0,9.5,78,1015.8
12/31/2004,Winter,Islamabad,8.7,14.1,11.5,19.8,31.7,84,1011.1
1/1/2005,Winter,Islamabad,8.3,11.4,9.1,7.2,25,78,1017.5
1/2/2005,Winter,Islamabad,7,13.7,9.4,3.2,9.2,79,1017.7
1/3/2005,Winter,Islamabad,5.1,14.9,9.2,0,10.1,80,1020.1
1/4/2005,Winter,Islamabad,4.8,15.1,9.2,0,8.9,77,1021.9
1/5/2005,Winter,Islamabad,1.9,15.9,8.3,0,5.8,75,1018.9
1/6/2005,Winter,Islamabad,3,16.5,8.8,0,9.2,74,1019.5
1/7/2005,Winter,Islamabad,3,16.8,9,0,9.4,68,1018.6
1/8/2005,Winter,Islamabad,2.7,17.1,9.1,0,6.7,67,1016.5
1/9/2005,Winter,Islamabad,3.5,16.3,9.1,0,8.9,69,1016.2
1/10/2005,Winter,Islamabad,3.3,14.9,8.2,0,14.7,63,1011
1/11/2005,Winter,Islamabad,0.5,15.1,7.2,0,7.9,67,1016.4
1/12/2005,Winter,Islamabad,2.3,15.7,8.2,0.1,9.7,69,1018.9
1/13/2005,Winter,Islamabad,2.3,13.9,7.9,0,13.4,72,1017.4
1/14/2005,Winter,Islamabad,2.5,15.7,8.5,0,10.8,73,1016.7
1/15/2005,Winter,Islamabad,3.1,15.9,8.8,0,8.2,69,1015.6
1/16/2005,Winter,Islamabad,1.8,15.7,8.2,0,6.5,75,1016.4
1/17/2005,Winter,Islamabad,1.8,15,7.6,0,6.6,72,1015.2
1/18/2005,Winter,Islamabad,1.3,14.5,7.3,0,9.4,69,1017.2
1/19/2005,Winter,Islamabad,0.5,14.3,6.7,0,11.5,67,1020.3
1/20/2005,Winter,Islamabad,0.1,14.7,7.1,0,10.1,62,1020
1/21/2005,Winter,Islamabad,5.9,9.3,7.6,12.2,8.3,77,1021.2
1/22/2005,Winter,Islamabad,2.9,7,5.9,22.3,17,92,1019.8
1/23/2005,Winter,Islamabad,1,11.1,5.4,0,9,85,1018.6
1/24/2005,Winter,Islamabad,2.6,10.8,7,0.3,8.4,83,1019.9
1/25/2005,Winter,Islamabad,2.8,14.3,8,0,9,77,1019.1
1/26/2005,Winter,Islamabad,1.7,15,8.1,0,9.6,77,1014.6
1/27/2005,Winter,Islamabad,5,10.9,7.4,24.2,17.5,89,1012.3
1/28/2005,Winter,Islamabad,4.2,11,6.9,3.8,9.2,84,1016.5
1/29/2005,Winter,Islamabad,1.7,14.6,7.5,0,9.7,62,1017.5
1/30/2005,Winter,Islamabad,0.2,15.1,7.8,0,9,54,1018
1/31/2005,Winter,Islamabad,2.7,15.6,8.3,0,9.7,60,1019.9
2/1/2005,Winter,Islamabad,2,16,8.4,0,10.2,58,1019.4
2/2/2005,Winter,Islamabad,0.8,15.5,8,0,10,63,1017.5
2/3/2005,Winter,Islamabad,6.5,13.9,9.5,0.4,9.9,66,1016.9
2/4/2005,Winter,Islamabad,6.4,12.1,8.7,5.5,21.1,80,1016.8
2/5/2005,Winter,Islamabad,6.7,12.2,8.8,6.2,11.2,79,1017.6
2/6/2005,Winter,Islamabad,6.3,11.5,8.7,19,11.9,84,1015.4
2/7/2005,Winter,Islamabad,8,11.3,9.4,9.8,13.2,88,1015.3
2/8/2005,Winter,Islamabad,8.1,12.2,9.6,24.8,9.4,89,1019.6
2/9/2005,Winter,Islamabad,8.8,11.7,10,17.2,18.8,88,1021.2
2/10/2005,Winter,Islamabad,7.6,13.9,10.7,20.1,12.2,85,1022
2/11/2005,Winter,Islamabad,10.2,13.3,11.4,29.9,14.2,91,1019.4
2/12/2005,Winter,Islamabad,10.3,13.7,11.3,25,14.7,92,1018.3
2/13/2005,Winter,Islamabad,7.6,16.8,12.1,4,8.8,76,1018.6
2/14/2005,Winter,Islamabad,4.9,16.7,10.6,0,8.7,76,1013.4
2/15/2005,Winter,Islamabad,4.9,11.4,8.7,7.3,10.5,82,1006.5
2/16/2005,Winter,Islamabad,1.4,13.3,7.1,0,8.2,64,1010.4
2/17/2005,Winter,Islamabad,3.9,12.5,7.8,7,14.1,65,1011
2/18/2005,Winter,Islamabad,3.6,11.8,7.6,6.9,12.3,79,1012.6
2/19/2005,Winter,Islamabad,4.3,10.8,7,8.4,11.2,86,1015
2/20/2005,Winter,Islamabad,2,12.7,7.1,0,8.7,74,1020.7
2/21/2005,Winter,Islamabad,2,16,8.7,0,9.4,70,1018.7
2/22/2005,Winter,Islamabad,2.7,18.4,10.3,0,11.8,68,1018.2
2/23/2005,Winter,Islamabad,7.5,16.9,12,0,8.7,69,1018.5
2/24/2005,Winter,Islamabad,8.6,17.7,12.5,0.2,8.4,62,1017.3
2/25/2005,Winter,Islamabad,5.4,18.7,11.8,0,11.2,65,1017.4
2/26/2005,Winter,Islamabad,5.1,19.1,12.2,0,9.9,63,1016.5
