date,season,city,tmin,tmax,tavg,precipitation,wind_speed,humidity,pressure
1/8/2015,Winter,Karachi,15.8,26.4,20.8,0,14.3,70,1015.8
1/9/2015,Winter,Karachi,14.9,25,20,0,11.4,79,1017
1/10/2015,Winter,Karachi,15.9,26.3,20.8,0,18,66,1018.4
1/11/2015,Winter,Karachi,14.2,25,19.8,0,20.5,70,1018.5
1/12/2015,Winter,Karachi,16.7,25.4,21,0,19.8,75,1016.6
1/13/2015,Winter,Karachi,20.2,28.4,23.2,0,19.9,72,1014.1
1/14/2015,Winter,Karachi,16.6,25.6,20.7,0,34.9,45,1015.4
1/15/2015,Winter,Karachi,14.4,23.9,18.7,0,30.5,54,1019.2
1/16/2015,Winter,Karachi,13.7,24.2,18.6,0,21.9,52,1019.5
1/17/2015,Winter,Karachi,13.1,24.4,18.5,0,22.2,49,1018.9
1/18/2015,Winter,Karachi,13.3,24.7,18.9,0,17.9,46,1017.6
1/19/2015,Winter,Karachi,13.7,25.4,19.4,0,18.9,46,1015.5
1/20/2015,Winter,Karachi,15.9,23.2,18.9,1,23.3,59,1013.9
1/21/2015,Winter,Karachi,15.7,22,19,0,14.5,73,1016.1
1/22/2015,Winter,Karachi,14.8,23,18.9,0.1,21.3,64,1018.5
1/23/2015,Winter,Karachi,14.4,23.6,19.1,0,22.6,52,1019.4
1/24/2015,Winter,Karachi,14.3,23,18.6,0,22.6,51,1019.8
1/25/2015,Winter,Karachi,13.5,22.9,18.3,0,17.4,58,1019.8
1/26/2015,Winter,Karachi,14.5,23,18.8,0,16.6,66,1019.5
1/27/2015,Winter,Karachi,13,23.1,18.3,0,17.5,52,1019.1
1/28/2015,Winter,Karachi,14.1,22.6,18.3,0,23.9,36,1018.5
1/29/2015,Winter,Karachi,12.4,23.8,18.2,0,15.4,66,1018.3
1/30/2015,Winter,Karachi,14.8,25.9,20.1,0,15.7,57,1019.7
1/31/2015,Winter,Karachi,14.3,24.4,19.6,0,19.5,76,1016.9
2/1/2015,Winter,Karachi,19.9,25.7,22.5,0,22,73,1013.5
2/2/2015,Winter,Karachi,18.1,26.3,22.1,0,22.4,64,1014.8
2/3/2015,Winter,Karachi,16.5,26.6,21.3,0,24.5,51,1019.7
2/4/2015,Winter,Karachi,15.9,27.8,21.8,0,23,48,1021
2/5/2015,Winter,Karachi,17.1,26.7,21.8,0,22.9,48,1018.4
2/6/2015,Winter,Karachi,15.1,26.4,20.8,0,18.9,61,1016.2
2/7/2015,Winter,Karachi,16.3,24.9,20.5,0,19.5,75,1015.3
2/8/2015,Winter,Karachi,16.7,26.4,21.4,0,24.9,57,1017
2/9/2015,Winter,Karachi,16.7,26.5,21.3,0,28.7,44,1018.9
2/10/2015,Winter,Karachi,17.4,27.2,22.1,0,29.9,37,1019.1
2/11/2015,Winter,Karachi,15.1,27,21.2,0,17.3,47,1017.4
2/12/2015,Winter,Karachi,17.2,28.4,22.3,0,21.9,70,1015.9
2/13/2015,Winter,Karachi,19.4,26.2,22.4,0,24.7,82,1014
2/14/2015,Winter,Karachi,20.9,27.8,23.4,0,22.3,82,1011.3
2/15/2015,Winter,Karachi,21.2,27.3,23.5,0,21.2,81,1011.3
2/16/2015,Winter,Karachi,21.6,28.8,24.4,0,31.8,73,1011.8
2/17/2015,Winter,Karachi,21.4,28.8,24.3,0,20.9,74,1012.7
2/18/2015,Winter,Karachi,19,27.8,22.9,0,18.8,83,1011.2
2/19/2015,Winter,Karachi,20.5,27.4,23.4,0,20.3,83,1010
2/20/2015,Winter,Karachi,20.8,29.1,24.1,0,21.1,81,1012
2/21/2015,Winter,Karachi,18.2,31.7,24.9,0,20.5,65,1014.3
2/22/2015,Winter,Karachi,20.9,31.7,25.8,0,23.4,59,1013.9
2/23/2015,Winter,Karachi,19.2,27.1,23.5,0,23.2,75,1013.1
2/24/2015,Winter,Karachi,20.9,25.5,22.6,0,31.1,44,1011.7
2/25/2015,Winter,Karachi,16.3,23.4,20.1,0,30.3,35,1011.8
2/26/2015,Winter,Karachi,15.9,25.1,20.5,0,24.5,33,1011.5
2/27/2015,Winter,Karachi,16.5,25.5,21.1,0.3,20.3,58,1011.6
2/28/2015,Winter,Karachi,16.5,20.8,18.5,1.3,37.3,54,1009.9
3/1/2015,Spring,Karachi,14.7,22.1,17.9,0,39.5,57,1009.1
3/2/2015,Spring,Karachi,13.8,24.5,19.2,0,25.7,61,1012.6
3/3/2015,Spring,Karachi,17.3,25,21.1,0,23.9,61,1013.9
3/4/2015,Spring,Karachi,17.5,26.2,22.1,0,22.2,61,1013.1
3/5/2015,Spring,Karachi,20.2,26.2,23.1,0,23.5,69,1013.6
3/6/2015,Spring,Karachi,19.5,27.9,23.3,0,19.2,71,1016
3/7/2015,Spring,Karachi,19.7,27.9,23.1,0.1,22,65,1014.4
3/8/2015,Spring,Karachi,17.7,28.6,22.7,0,21.8,29,1015.3
3/9/2015,Spring,Karachi,15.8,29,22.6,0,25.9,35,1018.6
3/10/2015,Spring,Karachi,17.6,27.5,22.4,0,36.4,28,1019.4
3/11/2015,Spring,Karachi,17.2,28.8,23.2,0,28.2,31,1016.7
3/12/2015,Spring,Karachi,19.6,30.5,24.9,0,31,31,1015.6
3/13/2015,Spring,Karachi,18.6,27.1,22.4,2,18.9,57,1013.5
3/14/2015,Spring,Karachi,18.4,24.6,21.4,0.3,24.4,67,1012.7
3/15/2015,Spring,Karachi,16.3,25.3,21.2,0,25.8,61,1012.7
3/16/2015,Spring,Karachi,17.6,28.1,22.9,0,25.3,66,1015.1
3/17/2015,Spring,Karachi,19.2,30.7,24.7,0,21,62,1017.5
3/18/2015,Spring,Karachi,18.8,30,24.1,0,23.8,60,1015
3/19/2015,Spring,Karachi,20.3,29.1,24.3,0,25.2,77,1013.5
3/20/2015,Spring,Karachi,21.1,31.7,25.8,0,21.7,71,1013.6
3/21/2015,Spring,Karachi,21,32.7,26.4,0,19,72,1014.3
3/22/2015,Spring,Karachi,23,35,28.1,0,21.2,56,1013.7
3/23/2015,Spring,Karachi,21.4,34.2,27.1,0,29.2,63,1011.8
3/24/2015,Spring,Karachi,22.5,31.3,26.4,0,26.7,68,1010.8
3/25/2015,Spring,Karachi,21.1,33.9,27,0,19.8,69,1010.2
3/26/2015,Spring,Karachi,23.8,35.6,29.2,0,15.6,61,1011.6
3/27/2015,Spring,Karachi,23.1,36.7,29.5,0,24.1,58,1012
3/28/2015,Spring,Karachi,23.4,33.2,28.2,0,25.9,58,1010.3
3/29/2015,Spring,Karachi,25.6,34.6,29.2,0,28.3,47,1008.6
3/30/2015,Spring,Karachi,22.2,33.3,27.5,0,26.3,42,1008.8
3/31/2015,Spring,Karachi,20.9,30.7,25.8,0,24.7,69,1010
4/1/2015,Spring,Karachi,23.2,29.8,26,0,30.8,78,1008.5
4/2/2015,Spring,Karachi,23.9,30.5,26.6,0,30.3,78,1006.9
4/3/2015,Spring,Karachi,24.1,29.7,26.4,0.4,33.9,79,1005.3
4/4/2015,Spring,Karachi,23.2,29.6,25.6,0,26.7,77,1004.7
4/5/2015,Spring,Karachi,21.8,29.3,25.1,0,21.8,76,1006.1
4/6/2015,Spring,Karachi,21.1,30.3,25.1,0,25.3,73,1006.9
4/7/2015,Spring,Karachi,20.9,32.2,26.1,0,20.2,69,1008
4/8/2015,Spring,Karachi,20.7,35.8,28.4,0,19.1,57,1010.2
4/9/2015,Spring,Karachi,23.1,35.8,29.7,0,22.8,45,1010.1
4/10/2015,Spring,Karachi,24.9,35.5,29.5,0,22.8,40,1008.5
4/11/2015,Spring,Karachi,22.9,32.4,27,0,24.5,73,1008.4
4/12/2015,Spring,Karachi,24,35.8,29.1,0,16.3,63,1009.8
4/13/2015,Spring,Karachi,24.4,36.8,30.4,0,16.4,52,1011.2
4/14/2015,Spring,Karachi,25.2,36.7,30.7,0,19.3,49,1010.3
4/15/2015,Spring,Karachi,25.2,37.6,31.4,0,25.9,40,1010.5
4/16/2015,Spring,Karachi,25.3,37.2,30.9,0,25.6,48,1012
4/17/2015,Spring,Karachi,25.5,34.1,29.4,0,27.4,63,1010.3
4/18/2015,Spring,Karachi,26,33.7,29.5,0,31.6,63,1005.8
4/19/2015,Spring,Karachi,26.4,33.7,29.6,0,32,61,1005.3
4/20/2015,Spring,Karachi,26.6,36.7,30.6,0,27.5,54,1007.7
4/21/2015,Spring,Karachi,25.2,35.9,30.2,0,27.3,55,1008.7
4/22/2015,Spring,Karachi,24.2,34.3,28.9,0,32.8,60,1007.1
4/23/2015,Spring,Karachi,24.9,33.2,28.5,0,32.3,65,1006.9
4/24/2015,Spring,Karachi,25.1,33.4,28.6,0,29.9,70,1006.9
4/25/2015,Spring,Karachi,25.1,33.7,28.9,0,26,71,1005.3
4/26/2015,Spring,Karachi,25.8,33.9,29.2,0,26,72,1005.8
4/27/2015,Spring,Karachi,26.1,35.7,30,0,24.6,69,1006.8
4/28/2015,Spring,Karachi,25.2,37.2,29.9,0,27.7,66,1007.3
4/29/2015,Spring,Karachi,24.9,34.2,28.9,0,29.7,70,1006.4
4/30/2015,Spring,Karachi,25.6,36.3,30.1,0,29.5,65,1006.5
5/1/2015,Spring,Karachi,26.2,40,32.3,0,28.5,50,1007
5/2/2015,Spring,Karachi,26,36.9,30.8,0,29.3,57,1007
5/3/2015,Spring,Karachi,25.4,33.7,29.3,0,25.8,67,1007
5/4/2015,Spring,Karachi,24.3,33.3,28.5,0,23.8,75,1008.1
5/5/2015,Spring,Karachi,25,33.6,28.7,0,24.5,75,1007.5
5/6/2015,Spring,Karachi,25.5,32.5,28.8,0,27.5,76,1006.3
5/7/2015,Spring,Karachi,26.7,32.4,29.2,0,33.2,76,1006.9
5/8/2015,Spring,Karachi,26.1,32.2,28.9,0,32.2,78,1006.9
5/9/2015,Spring,Karachi,26.8,32.7,29.3,0,29.4,76,1005.3
5/10/2015,Spring,Karachi,27,32.9,29.6,0,28.7,75,1005.3
5/11/2015,Spring,Karachi,27.4,33.6,30,0,27.1,75,1005.5
5/12/2015,Spring,Karachi,27.5,36.7,31.1,0.7,24.5,69,1005.5
5/13/2015,Spring,Karachi,26.7,35.4,30.3,0,22.5,73,1005.4
5/14/2015,Spring,Karachi,25.7,34.9,29.8,0,24.2,74,1007.3
5/15/2015,Spring,Karachi,26.1,33.7,29.4,0,26.1,75,1008
5/16/2015,Spring,Karachi,26.4,33.5,29.6,0,31.2,76,1005.1
5/17/2015,Spring,Karachi,27.1,34.1,30.1,0,32.1,76,1002.5
5/18/2015,Spring,Karachi,28.1,34,30.4,0,30.1,77,1003.1
5/19/2015,Spring,Karachi,27.7,33.5,30.2,0,27.8,78,1004.3
5/20/2015,Spring,Karachi,27.7,34,30.3,0,30.4,76,1005.2
5/21/2015,Spring,Karachi,27.6,34.6,30.3,0,34.9,76,1005.4
5/22/2015,Spring,Karachi,27.8,34.4,30.5,0,36.9,77,1004.4
5/23/2015,Spring,Karachi,28.2,35,31,0,37.6,75,1003.1
5/24/2015,Spring,Karachi,28.5,34.7,31,0,38.5,74,1003
5/25/2015,Spring,Karachi,27.7,33.8,30.2,0,36,81,1004
5/26/2015,Spring,Karachi,27.8,34.1,30.4,0,32.4,80,1004.5
5/27/2015,Spring,Karachi,28,34,30.5,0,31.4,79,1004.7
5/28/2015,Spring,Karachi,28.1,34.9,30.8,0,31.2,75,1003.3
5/29/2015,Spring,Karachi,27.5,34.6,30.3,0,23.8,72,1005
5/30/2015,Spring,Karachi,27.5,34,30.3,0,27.4,72,1005.5
5/31/2015,Spring,Karachi,27.3,34.5,30.4,0,25.6,78,1003
6/1/2015,Summer,Karachi,27.4,36.5,31.1,0,26.2,74,999
6/2/2015,Summer,Karachi,28,39.1,32.7,1.3,21.6,64,1000.3
6/3/2015,Summer,Karachi,28.1,35.4,31,0,23.3,71,1003.3
6/4/2015,Summer,Karachi,27.3,36.1,30.7,0.2,23.7,68,1005.6
6/5/2015,Summer,Karachi,27.1,36.4,31.1,0,24.3,63,1006.2
6/6/2015,Summer,Karachi,27.2,34.1,30.1,0,25.2,71,1004.7
6/7/2015,Summer,Karachi,27.1,33.8,29.9,0,23.8,75,1002.2
6/8/2015,Summer,Karachi,27.1,33.4,30.2,0,22.7,71,1002.4
6/9/2015,Summer,Karachi,28.4,33.7,30.5,0.2,26.3,67,1003.4
6/10/2015,Summer,Karachi,28.3,34.4,30.8,0,22.7,68,1003
6/11/2015,Summer,Karachi,28.5,34.5,30.8,0,27.2,70,1003.3
6/12/2015,Summer,Karachi,28.3,34,30.6,0,24.5,73,1003
6/13/2015,Summer,Karachi,28.4,33.6,30.5,0,29.5,73,1000.8
6/14/2015,Summer,Karachi,28.7,33.3,30.6,0,33.7,72,999.8
6/15/2015,Summer,Karachi,28.4,33.3,30.5,0,32.1,72,999.7
6/16/2015,Summer,Karachi,28.2,33.7,30.6,0.1,23.5,76,1000
6/17/2015,Summer,Karachi,28.5,35.1,31.3,0,21.9,72,999.4
6/18/2015,Summer,Karachi,28.7,36.6,32.1,0,19.4,68,998.7
6/19/2015,Summer,Karachi,29.5,37.9,32.9,0.3,22.5,66,997.5
6/20/2015,Summer,Karachi,30,39.4,34,0,18.4,63,995.2
6/21/2015,Summer,Karachi,30.8,41,36,0.5,22.8,53,994.5
6/22/2015,Summer,Karachi,32.3,40.3,35.7,0,17.8,57,994.1
6/23/2015,Summer,Karachi,29.8,37.9,34.1,0,26.7,58,993.7
6/24/2015,Summer,Karachi,28.4,34,30.8,0,25,77,994.8
6/25/2015,Summer,Karachi,28.4,35,31.2,0,22.2,75,995
6/26/2015,Summer,Karachi,28.4,35,31.2,0,26.1,76,995.4
6/27/2015,Summer,Karachi,29,35.1,31.7,0,26.6,72,997
6/28/2015,Summer,Karachi,29.3,36.4,32.3,0,27.7,70,1000
6/29/2015,Summer,Karachi,29.2,35.3,31.8,0,32.8,71,1002.5
6/30/2015,Summer,Karachi,28.6,33.7,30.5,0,32.7,75,1002.5
7/1/2015,Summer,Karachi,28.1,32.9,30.1,0,33.5,73,1003.4
7/2/2015,Summer,Karachi,28.2,33,30.3,0,33.7,71,1004.3
7/3/2015,Summer,Karachi,28.4,33,30.4,0,36.1,69,1004.2
7/4/2015,Summer,Karachi,28.6,33,30.3,0,40.1,71,1002.9
7/5/2015,Summer,Karachi,28.4,32.1,29.9,0.1,43,76,999.6
7/6/2015,Summer,Karachi,28.2,32.8,30,0,42.7,79,996.4
7/7/2015,Summer,Karachi,28.2,33.1,30,0,34.6,79,996.4
7/8/2015,Summer,Karachi,27.7,32,29.4,0.2,27.4,79,1000
7/9/2015,Summer,Karachi,27.6,31.2,29,0,35.3,78,1001.4
7/10/2015,Summer,Karachi,27.1,31.5,29,0,38.5,78,997.5
7/11/2015,Summer,Karachi,27.3,32.4,29.4,0,26.1,78,997.5
7/12/2015,Summer,Karachi,27.5,32.7,29.7,0,23.6,77,1001.2
7/13/2015,Summer,Karachi,27.6,32.6,29.6,0,24,75,1002.4
7/14/2015,Summer,Karachi,27.7,31.7,29.3,0,29,74,1001.9
7/15/2015,Summer,Karachi,27.3,31.1,29,0,34,75,998.4
7/16/2015,Summer,Karachi,27.7,32.3,29.5,0,34.8,77,994.6
7/17/2015,Summer,Karachi,27.1,32,29.3,0,28.6,82,994.7
7/18/2015,Summer,Karachi,27.3,31.3,28.9,0.1,24.4,80,998
7/19/2015,Summer,Karachi,27,31,28.7,0.2,29.7,79,998.3
7/20/2015,Summer,Karachi,27.1,31.9,29,0,26.9,78,998.5
7/21/2015,Summer,Karachi,27.4,32.9,29.7,0,23.8,76,999.3
7/22/2015,Summer,Karachi,28,31.1,29,7.9,18.8,83,1000.5
7/23/2015,Summer,Karachi,27.5,29,28,18,21.9,86,1000.6
7/24/2015,Summer,Karachi,26.8,30.6,28.3,1.2,21.9,85,1001.6
7/25/2015,Summer,Karachi,27.4,30.3,28.5,0,26.1,86,1000.8
7/26/2015,Summer,Karachi,27.1,29.9,28.2,1.3,32.4,84,999.1
7/27/2015,Summer,Karachi,26.9,27.6,27.2,17.1,29.8,89,999.4
7/28/2015,Summer,Karachi,26.6,29,27.5,1.6,32.9,87,999
7/29/2015,Summer,Karachi,26.1,29,27.3,0.4,30.8,87,1000
7/30/2015,Summer,Karachi,26,28.8,27.1,0.2,34.8,86,1000.9
7/31/2015,Summer,Karachi,26,29.1,27.1,0.4,37.7,86,1000.8
8/1/2015,Summer,Karachi,25.9,28.7,27.1,0.1,37.3,85,1002.5
8/2/2015,Summer,Karachi,25.9,29.2,27.3,0,32.2,83,1004.5
8/3/2015,Summer,Karachi,25.8,29.7,27.4,0,27.6,81,1004.6
8/4/2015,Summer,Karachi,25.9,29.8,27.5,0,32.2,80,1003.3
8/5/2015,Summer,Karachi,25.8,29.9,27.4,0,34.9,79,1000.9
8/6/2015,Summer,Karachi,25.7,29.9,27.6,0,26.9,79,999.8
8/7/2015,Summer,Karachi,26,30.8,28,0,23.8,80,1000.3
8/8/2015,Summer,Karachi,26.2,31,28.2,0,24.6,80,1001
8/9/2015,Summer,Karachi,26.2,31.2,28.3,0,19.5,78,999.5
8/10/2015,Summer,Karachi,25.9,32,28.5,0,19.2,77,999.4
8/11/2015,Summer,Karachi,26.6,32.2,28.9,0,20.4,77,1002.2
8/12/2015,Summer,Karachi,27,31.8,29,0,21,76,1003.6
8/13/2015,Summer,Karachi,26.9,31.8,29,0.3,21.4,76,1003.3
8/14/2015,Summer,Karachi,27.3,32.3,29.3,0,21.3,77,1002.4
8/15/2015,Summer,Karachi,27,32.5,29.4,0,23.3,77,1003.1
8/16/2015,Summer,Karachi,27.3,32.1,29.4,0,23.2,75,1004.6
8/17/2015,Summer,Karachi,27.1,31.6,29.2,0,26.2,75,1003.5
8/18/2015,Summer,Karachi,27.2,32.2,29.2,0,26.6,75,1004.4
8/19/2015,Summer,Karachi,27.1,31.2,28.7,0,32.5,74,1005.5
8/20/2015,Summer,Karachi,27,30.5,28.4,0,37.2,74,1004.4
8/21/2015,Summer,Karachi,26.7,30.3,28.1,0.6,38.5,79,1003.3
8/22/2015,Summer,Karachi,26.6,29.9,28,0.6,36.9,81,1002.8
8/23/2015,Summer,Karachi,26.4,29.9,27.8,0,33.1,82,1002.6
8/24/2015,Summer,Karachi,26.3,29.8,27.8,0.1,31,82,1004.1
8/25/2015,Summer,Karachi,26.3,29.8,27.7,0.3,27.1,82,1004.5
8/26/2015,Summer,Karachi,26.2,30.3,27.8,0,28.4,80,1003.4
8/27/2015,Summer,Karachi,26.4,30.8,28.2,0,23.1,80,1002.7
8/28/2015,Summer,Karachi,26.3,30.5,28.2,0,19.3,80,1003.8
8/29/2015,Summer,Karachi,25.9,30.8,28,0,23.2,80,1003.9
8/30/2015,Summer,Karachi,26,30.3,27.6,0,25.7,80,1003.2
8/31/2015,Summer,Karachi,25.4,30.2,27.3,0,27,81,1003.9
9/1/2015,Autumn,Karachi,25,29.8,27.1,0,23.8,77,1004.1
9/2/2015,Autumn,Karachi,25,30.1,27.4,0,25,70,1003.9
9/3/2015,Autumn,Karachi,25.4,30.3,27.7,0,22,71,1005.8
9/4/2015,Autumn,Karachi,24.5,30.6,27.4,0,19.3,73,1010
9/5/2015,Autumn,Karachi,25.1,30.9,27.6,0,23.2,72,1010.5
9/6/2015,Autumn,Karachi,26.4,30.7,28,0,29.3,71,1008.7
9/7/2015,Autumn,Karachi,26.1,30.7,28,0,26.2,74,1007.5
9/8/2015,Autumn,Karachi,26.1,31.6,28.4,0,20.6,74,1007.6
9/9/2015,Autumn,Karachi,26.1,31.6,28.4,0,21.8,75,1008.1
9/10/2015,Autumn,Karachi,25.9,31.7,28.5,0,19.9,75,1008.5
9/11/2015,Autumn,Karachi,25.2,32.7,28.5,0,20.1,75,1008.6
9/12/2015,Autumn,Karachi,25.7,33,28.7,0,22,72,1007.9
9/13/2015,Autumn,Karachi,25.9,32.3,28.5,0,24.7,75,1008.5
9/14/2015,Autumn,Karachi,26.4,31.4,28.5,0,30.5,76,1006.7
9/15/2015,Autumn,Karachi,26.5,31.7,28.6,0,27.7,79,1004.6
9/16/2015,Autumn,Karachi,26,31.4,28.2,0,21.9,78,1004.8
9/17/2015,Autumn,Karachi,26.1,32.3,28.6,0,23.3,76,1005
9/18/2015,Autumn,Karachi,25.6,35.5,30,0,23.3,72,1004.6
9/19/2015,Autumn,Karachi,27.7,38.9,32.2,0,23.7,61,1002
9/20/2015,Autumn,Karachi,29,40.5,34,0,20.9,48,1000.3
9/21/2015,Autumn,Karachi,29.6,37.6,32.6,0.2,17.3,60,1000.7
9/22/2015,Autumn,Karachi,26.5,34.4,29.9,0,25.4,63,1002.5
9/23/2015,Autumn,Karachi,26.4,33.3,29,0,29.1,65,1005.5
9/24/2015,Autumn,Karachi,25.8,30.8,27.8,0,28.7,79,1007.1
9/25/2015,Autumn,Karachi,25.8,30.7,27.8,0,33.6,76,1005.9
9/26/2015,Autumn,Karachi,25.9,30.9,28,0,33,75,1006.3
9/27/2015,Autumn,Karachi,25.7,31.4,28,0,25.5,75,1007.9
9/28/2015,Autumn,Karachi,24.7,31.4,27.5,0,19,77,1009
9/29/2015,Autumn,Karachi,24,33,28,0,20.1,71,1010.3
9/30/2015,Autumn,Karachi,24.8,37.9,31.5,0,16.9,47,1012
10/1/2015,Autumn,Karachi,26.3,38.6,32.2,0,19.4,40,1011.6
10/2/2015,Autumn,Karachi,25.1,37.8,31,0,19.8,53,1011.2
10/3/2015,Autumn,Karachi,25.9,35,29.7,0,25.7,65,1009.8
10/4/2015,Autumn,Karachi,26.2,32.5,28.7,0,24.9,81,1008.9
10/5/2015,Autumn,Karachi,26,32.2,28.3,0,18.4,79,1009.6
10/6/2015,Autumn,Karachi,25.2,32,27.8,0,20.1,79,1009.8
10/7/2015,Autumn,Karachi,24.7,32.5,28.2,0,20.7,77,1009.9
10/8/2015,Autumn,Karachi,24.6,33.4,28.7,0,21.7,77,1009.6
10/9/2015,Autumn,Karachi,25.8,32.3,28.4,0,24.4,78,1007.1
10/10/2015,Autumn,Karachi,26.4,31.7,28.6,0,28,77,1006.3
10/11/2015,Autumn,Karachi,26.3,31.5,28.7,0,23.2,76,1008.3
10/12/2015,Autumn,Karachi,25.9,31.9,28.5,0,20.4,75,1011.1
10/13/2015,Autumn,Karachi,25.6,31.9,27.9,0,20.8,73,1011.9
10/14/2015,Autumn,Karachi,23.9,32.7,28.1,0,22.1,73,1012.8
10/15/2015,Autumn,Karachi,24.8,34.1,29.1,0,22.7,71,1013.1
10/16/2015,Autumn,Karachi,25.2,35.2,29.6,0,22.3,72,1013.3
10/17/2015,Autumn,Karachi,24.8,35,29.5,0,22.5,72,1013
10/18/2015,Autumn,Karachi,25.6,33.9,29.1,0,20.6,74,1013.1
10/19/2015,Autumn,Karachi,26.8,32.6,28.9,0,21.9,77,1012.8
10/20/2015,Autumn,Karachi,25.2,33.1,28.9,0,20.7,76,1011.1
10/21/2015,Autumn,Karachi,25.2,33.9,29.4,0.4,14.5,72,1011
10/22/2015,Autumn,Karachi,25.5,34.6,29.7,0,19.4,66,1012.3
10/23/2015,Autumn,Karachi,24.6,34.6,29,0,21.2,67,1012.1
10/24/2015,Autumn,Karachi,23.9,31.9,27.8,0,23.8,78,1010.6
10/25/2015,Autumn,Karachi,26.2,32.3,28.7,0,26.1,72,1010.6
10/26/2015,Autumn,Karachi,23.5,33.5,28.7,0,21.5,59,1013.6
10/27/2015,Autumn,Karachi,23.9,32.9,28.4,0,28.1,48,1014.6
10/28/2015,Autumn,Karachi,24.1,32.8,28.3,0,26.7,45,1014.6
10/29/2015,Autumn,Karachi,22.5,32.4,27.3,0,24.1,37,1015.4
10/30/2015,Autumn,Karachi,21.6,32.4,27,0,22.4,36,1015.1
10/31/2015,Autumn,Karachi,22.5,32.8,27.6,0,23.2,34,1014.3
11/1/2015,Autumn,Karachi,22.9,32.9,27.6,0,23.5,36,1013.9
11/2/2015,Autumn,Karachi,23.4,32.9,28,0,24,37,1014
11/3/2015,Autumn,Karachi,22.7,33,27.8,0,18.1,46,1013.9
11/4/2015,Autumn,Karachi,22.6,32.9,27.5,0,24.2,64,1012.5
11/5/2015,Autumn,Karachi,23.8,34.8,28.9,0,15.8,54,1012
11/6/2015,Autumn,Karachi,22.3,32.5,27.2,0,24.1,36,1012.6
11/7/2015,Autumn,Karachi,21.5,31.5,26.4,0,20.7,36,1013.9
11/8/2015,Autumn,Karachi,19.5,31.1,25.6,0,12.8,52,1015.2
11/9/2015,Autumn,Karachi,19.7,31.1,25.6,0,14.1,54,1014.7
11/10/2015,Autumn,Karachi,20.4,31.7,26.2,0,17.9,56,1013.6
11/11/2015,Autumn,Karachi,21.7,32.5,27,0,22.5,47,1014.3
11/12/2015,Autumn,Karachi,22.4,32.2,27,0,20.6,50,1015.1
11/13/2015,Autumn,Karachi,21.7,31,26.1,0,21.6,68,1015.2
11/14/2015,Autumn,Karachi,22.1,30.5,26.1,0,20.9,77,1012.5
11/15/2015,Autumn,Karachi,22.3,30.5,26,0,19,67,1012
11/16/2015,Autumn,Karachi,21.3,32.3,26.7,0,18.6,55,1013.6
11/17/2015,Autumn,Karachi,21.3,31.5,26.4,0,15,45,1013.6
11/18/2015,Autumn,Karachi,19.5,31.4,25.7,0,17.6,41,1014.6
11/19/2015,Autumn,Karachi,20.7,31.3,25.8,0,21.6,32,1015.8
11/20/2015,Autumn,Karachi,19.7,30.8,25.2,0,20.6,35,1014.4
11/21/2015,Autumn,Karachi,20.1,30.6,25.3,0,24,33,1013.5
11/22/2015,Autumn,Karachi,19.7,30.5,24.9,0,21.9,40,1013.3
11/23/2015,Autumn,Karachi,19.2,31.2,24.9,0,16.8,44,1014.2
11/24/2015,Autumn,Karachi,21.2,30.4,25.2,0,29.1,41,1015.1
11/25/2015,Autumn,Karachi,20.7,30.2,24.9,0,24.4,40,1015.5
11/26/2015,Autumn,Karachi,18.5,30.2,23.8,0,16.5,39,1015.5
11/27/2015,Autumn,Karachi,15.7,27,21.5,0,13.4,38,1014.5
11/28/2015,Autumn,Karachi,16,27.9,21.9,0,14.6,51,1015.2
11/29/2015,Autumn,Karachi,18.6,27.9,22.6,0,25.3,35,1017.3
11/30/2015,Autumn,Karachi,18.3,29,23.3,0,20.2,35,1017.5
12/1/2015,Winter,Karachi,17.6,28.8,22.9,0,18.9,46,1016.2
12/2/2015,Winter,Karachi,15.5,28.9,22.4,0,11.2,58,1016.1
12/3/2015,Winter,Karachi,15.7,29.5,22.7,0,12.6,45,1017.3
12/4/2015,Winter,Karachi,18,28.3,22.7,0,20.3,68,1014.7
12/5/2015,Winter,Karachi,19.3,27.7,23.3,0,13,77,1014.5
12/6/2015,Winter,Karachi,17.8,28.6,23.1,0,11.5,64,1014.9
12/7/2015,Winter,Karachi,16.9,28,22.5,0,10.5,63,1015.3
12/8/2015,Winter,Karachi,17.3,27.3,22.4,0,13.6,58,1015.2
12/9/2015,Winter,Karachi,19.5,26.9,22.9,0,21,66,1013.6
12/10/2015,Winter,Karachi,15.6,25,20.6,0,19.4,38,1014.7
12/11/2015,Winter,Karachi,15.2,24,19.5,0,23,29,1013.7
12/12/2015,Winter,Karachi,13.7,24.9,19,0,19.6,39,1014.4
12/13/2015,Winter,Karachi,12.1,24.2,18.5,0,14.1,44,1015.2
12/14/2015,Winter,Karachi,14.3,25,19,0,24.6,38,1017.5
12/15/2015,Winter,Karachi,13,24.7,18.8,0,19.4,40,1016.2
12/16/2015,Winter,Karachi,14.6,24.7,20,0,24.5,65,1014.4
12/17/2015,Winter,Karachi,14.8,26.3,20.5,0,19,46,1016
12/18/2015,Winter,Karachi,14.7,25.1,19.5,0,22.3,36,1018.8
12/19/2015,Winter,Karachi,12.2,24.6,18.7,0,13.7,54,1018
12/20/2015,Winter,Karachi,13.3,25.3,19.7,0,15.5,58,1017.6
